fpr,tpr
0.0,0.0
0.0,0.0007955449482895784
0.0,0.016706443914081145
0.0006548788474132286,0.016706443914081145
0.0006548788474132286,0.1105807478122514
0.0013097576948264572,0.1105807478122514
0.0013097576948264572,0.11137629276054097
0.0026195153896529143,0.11137629276054097
0.0026195153896529143,0.11217183770883055
0.003929273084479371,0.11217183770883055
0.003929273084479371,0.11376292760540971
0.0045841519318926,0.11376292760540971
0.0045841519318926,0.1177406523468576
0.005239030779305829,0.1177406523468576
0.005239030779305829,0.12012728719172633
0.005239030779305829,0.31026252983293556
0.005239030779305829,0.32537788385043753
0.005893909626719057,0.32537788385043753
0.005893909626719057,0.36674622116149563
0.006548788474132285,0.36674622116149563
0.006548788474132285,0.39538583929992044
0.007203667321545514,0.39538583929992044
0.007203667321545514,0.39777247414478917
0.007858546168958742,0.39777247414478917
0.007858546168958742,0.4423229912490056
0.008513425016371971,0.4423229912490056
0.008513425016371971,0.47653142402545745
0.008513425016371971,0.4797136038186158
0.008513425016371971,0.48369132856006364
0.008513425016371971,0.48528241845664283
0.008513425016371971,0.492442322991249
0.0091683038637852,0.492442322991249
0.0091683038637852,0.49562450278440734
0.0091683038637852,0.4972155926809865
0.0091683038637852,0.4988066825775656
0.009823182711198428,0.4988066825775656
0.009823182711198428,0.5147175815433572
0.010478061558611657,0.5147175815433572
0.010478061558611657,0.522673031026253
0.011132940406024885,0.522673031026253
0.011132940406024885,0.5385839299920445
0.011787819253438114,0.5385839299920445
0.011787819253438114,0.5401750198886237
0.012442698100851343,0.5401750198886237
0.012442698100851343,0.5425616547334925
0.012442698100851343,0.54733492442323
0.01309757694826457,0.54733492442323
0.01309757694826457,0.5536992840095465
0.0137524557956778,0.5536992840095465
0.0137524557956778,0.5688146380270486
0.015062213490504257,0.5688146380270486
0.015062213490504257,0.5727923627684964
0.015062213490504257,0.5751789976133651
0.015062213490504257,0.5767700875099443
0.015717092337917484,0.5767700875099443
0.015717092337917484,0.5958631662688942
0.016371971185330715,0.5958631662688942
0.016371971185330715,0.6014319809069213
0.017026850032743943,0.6014319809069213
0.017026850032743943,0.6054097056483692
0.01768172888015717,0.6054097056483692
0.01768172888015717,0.6101829753381066
0.0183366077275704,0.6101829753381066
0.0183366077275704,0.6109785202863962
0.01899148657498363,0.6109785202863962
0.01899148657498363,0.6205250596658711
0.019646365422396856,0.6205250596658711
0.019646365422396856,0.624502784407319
0.020301244269810084,0.624502784407319
0.020301244269810084,0.6292760540970564
0.020956123117223315,0.6292760540970564
0.020956123117223315,0.6356404136833731
0.021611001964636542,0.6356404136833731
0.021611001964636542,0.6372315035799523
0.02226588081204977,0.6372315035799523
0.02226588081204977,0.639618138424821
0.022920759659463,0.639618138424821
0.022920759659463,0.6435958631662689
0.023575638506876228,0.6435958631662689
0.023575638506876228,0.649164677804296
0.024230517354289455,0.649164677804296
0.024230517354289455,0.6563245823389021
0.026850032743942372,0.6563245823389021
0.026850032743942372,0.6587112171837709
0.0275049115913556,0.6587112171837709
0.0275049115913556,0.6595067621320605
0.029469548133595286,0.6595067621320605
0.029469548133595286,0.6610978520286396
0.029469548133595286,0.665871121718377
0.030124426981008513,0.665871121718377
0.030124426981008513,0.669848846459825
0.03077930582842174,0.669848846459825
0.03077930582842174,0.6706443914081146
0.032089063523248196,0.6706443914081146
0.032089063523248196,0.6722354813046937
0.03274394237066143,0.6722354813046937
0.03274394237066143,0.6746221161495625
0.03339882121807466,0.6746221161495625
0.03339882121807466,0.6785998408910103
0.034053700065487885,0.6785998408910103
0.034053700065487885,0.6857597454256166
0.03470857891290111,0.6857597454256166
0.03470857891290111,0.6929196499602227
0.03536345776031434,0.6929196499602227
0.03536345776031434,0.6953062848050915
0.0366732154551408,0.6953062848050915
0.0366732154551408,0.6992840095465394
0.03798297314996726,0.6992840095465394
0.03798297314996726,0.700079554494829
0.038637851997380485,0.700079554494829
0.038637851997380485,0.7016706443914081
0.03929273084479371,0.7016706443914081
0.03929273084479371,0.7024661893396977
0.03994760969220694,0.7024661893396977
0.03994760969220694,0.7032617342879872
0.04060248853962017,0.7032617342879872
0.04060248853962017,0.7048528241845664
0.0412573673870334,0.7048528241845664
0.0412573673870334,0.7072394590294352
0.04191224623444663,0.7072394590294352
0.04191224623444663,0.7104216388225935
0.042567125081859856,0.7104216388225935
0.042567125081859856,0.7120127287191726
0.04387688277668631,0.7120127287191726
0.04387688277668631,0.7136038186157518
0.04453176162409954,0.7136038186157518
0.04453176162409954,0.7175815433571997
0.04518664047151277,0.7175815433571997
0.04518664047151277,0.720763723150358
0.045841519318926,0.720763723150358
0.045841519318926,0.7311058074781225
0.04649639816633923,0.7311058074781225
0.04649639816633923,0.7319013524264121
0.047151277013752456,0.7319013524264121
0.047151277013752456,0.7334924423229913
0.04780615586116568,0.7334924423229913
0.04780615586116568,0.7350835322195705
0.04846103470857891,0.7350835322195705
0.04846103470857891,0.7382657120127287
0.04977079240340537,0.7382657120127287
0.04977079240340537,0.7390612569610183
0.05239030779305828,0.7390612569610183
0.05239030779305828,0.750994431185362
0.053700065487884745,0.750994431185362
0.053700065487884745,0.7581543357199682
0.0550098231827112,0.7581543357199682
0.0550098231827112,0.7589498806682577
0.05566470203012443,0.7589498806682577
0.05566470203012443,0.7597454256165473
0.05697445972495088,0.7597454256165473
0.05697445972495088,0.762132060461416
0.05762933857236411,0.762132060461416
0.05762933857236411,0.7637231503579952
0.058284217419777344,0.7637231503579952
0.058284217419777344,0.7669053301511536
0.05893909626719057,0.7669053301511536
0.05893909626719057,0.7677008750994431
0.0595939751146038,0.7677008750994431
0.0595939751146038,0.7708830548926014
0.06024885396201703,0.7708830548926014
0.06024885396201703,0.7740652346857597
0.06221349050425671,0.7740652346857597
0.06221349050425671,0.7772474144789181
0.06352324819908317,0.7772474144789181
0.06352324819908317,0.7780429594272077
0.06417812704649639,0.7780429594272077
0.06417812704649639,0.7788385043754972
0.06548788474132286,0.7788385043754972
0.06548788474132286,0.781225139220366
0.06614276358873608,0.781225139220366
0.06614276358873608,0.7844073190135242
0.06679764243614932,0.7844073190135242
0.06679764243614932,0.7852028639618138
0.06745252128356254,0.7852028639618138
0.06745252128356254,0.7883850437549722
0.07203667321545514,0.7883850437549722
0.07203667321545514,0.7891805887032617
0.07269155206286837,0.7891805887032617
0.07269155206286837,0.7947494033412887
0.0733464309102816,0.7947494033412887
0.0733464309102816,0.7971360381861575
0.07531106745252128,0.7971360381861575
0.07531106745252128,0.8003182179793158
0.07596594629993451,0.8003182179793158
0.07596594629993451,0.8066825775656324
0.07662082514734773,0.8066825775656324
0.07662082514734773,0.807478122513922
