precision,recall,thresholds
0.4515086206896552,1.0,2.8178857292004977e-07
0.4516708587854833,1.0,6.696347440993122e-07
0.4518332135154565,1.0,8.246959168900503e-07
0.4519956850053937,1.0,9.896386927721323e-07
0.45215827338129494,1.0,1.1914356718989438e-06
0.45232097876934146,1.0,1.4279836477726349e-06
0.4524838012958963,1.0,2.034912313320092e-06
0.4526467410875045,1.0,2.035438228631392e-06
0.45280979827089335,1.0,2.415685457890504e-06
0.45297297297297295,1.0,2.6850862013816368e-06
0.45313626532083634,1.0,2.6946649995807093e-06
0.4532996754417598,1.0,2.750686007857439e-06
0.45346320346320346,1.0,3.185878540534759e-06
0.45362684951281124,1.0,3.2265634217765182e-06
0.45379061371841156,1.0,3.4947865970025305e-06
0.4539544962080173,1.0,3.5589262097346364e-06
0.4541184971098266,1.0,4.107962467969628e-06
0.45428261655222263,1.0,4.197293947072467e-06
0.4544468546637744,1.0,4.215088210912654e-06
0.4546112115732369,1.0,4.428745796758449e-06
0.4547756874095514,1.0,4.606536549545126e-06
0.4549402823018458,1.0,4.916944362776121e-06
0.4551049963794352,1.0,5.010724180465331e-06
0.4552698297718218,1.0,5.393183982960181e-06
0.45543478260869563,1.0,5.634064564219443e-06
0.4555998550199348,1.0,5.911073458264582e-06
0.4557650471356055,1.0,6.93225638315198e-06
0.455930359085963,1.0,7.03993282513693e-06
0.45609579100145137,1.0,8.095249540929217e-06
0.45626134301270416,1.0,8.229822014982346e-06
0.4564270152505447,1.0,8.327133400598541e-06
0.4565928078459862,1.0,8.55414145917166e-06
0.45675872093023256,1.0,8.752494977670722e-06
0.4569247546346783,1.0,9.206974937114865e-06
0.4570909090909091,1.0,1.0302297596354038e-05
0.45725718443070207,1.0,1.058064754033694e-05
0.4574235807860262,1.0,1.072043687599944e-05
0.45759009828904257,1.0,1.0811526408360805e-05
0.4577567370721049,1.0,1.1216673556191381e-05
0.45792349726775955,1.0,1.1465420357126277e-05
0.45809037900874633,1.0,1.147337297879858e-05
0.4582573824279985,1.0,1.1953898138017394e-05
0.45842450765864334,1.0,1.2017312656098511e-05
0.45859175483400216,1.0,1.2741776117763948e-05
0.45875912408759123,1.0,1.2776564290106762e-05
0.4589266155531216,1.0,1.2837705980928149e-05
0.4590942293644996,1.0,1.3596835742646363e-05
0.45926196565582755,1.0,1.3632437912747264e-05
0.4594298245614035,1.0,1.4867080608382821e-05
0.4595978062157221,1.0,1.4886757526255678e-05
0.4597659107534748,1.0,1.4995489436842036e-05
0.45993413830954993,1.0,1.549935586808715e-05
0.46010248901903367,1.0,1.5535879356320947e-05
0.4602709630172098,1.0,1.5596400771755725e-05
0.4604395604395604,1.0,1.5617388271493837e-05
0.46060828142176624,1.0,1.63692584465025e-05
0.4607771260997067,1.0,1.6847008737386204e-05
0.46094609460946095,1.0,1.7191652659676038e-05
0.4611151870873074,1.0,1.740209700074047e-05
0.4612844036697248,1.0,1.7693608242552727e-05
0.46145374449339205,1.0,1.8195065422332846e-05
0.4616232096951891,1.0,1.824752689572051e-05
0.4617927994121969,1.0,1.9037939637200907e-05
0.4619625137816979,1.0,1.929126665345393e-05
0.4621323529411765,1.0,1.933447492774576e-05
0.46230231702831925,1.0,1.9571167285903357e-05
0.4624724061810154,1.0,1.987022733374033e-05
0.4626426205373574,1.0,2.0161392967565916e-05
0.46281296023564067,1.0,2.0539593606372364e-05
0.46298342541436466,1.0,2.0739274987136014e-05
0.46315401621223284,1.0,2.099470657412894e-05
0.46332473276815334,1.0,2.1215355445747264e-05
0.46349557522123896,1.0,2.1383539205999114e-05
0.46366654371080784,1.0,2.179476541641634e-05
0.46383763837638375,1.0,2.1916881451033987e-05
0.4640088593576966,1.0,2.214274718426168e-05
0.4641802067946824,1.0,2.2667834855383262e-05
0.4643516808274843,1.0,2.3512222469435073e-05
0.46452328159645234,1.0,2.389958899584599e-05
0.4646950092421442,1.0,2.401823985564988e-05
0.46486686390532544,1.0,2.4025273887673393e-05
0.46503884572697,1.0,2.405608756816946e-05
0.4652109548482605,1.0,2.4522141757188365e-05
0.46538319141058865,1.0,2.5142322556348518e-05
0.46555555555555556,1.0,2.51781202678103e-05
0.4657280474249722,1.0,2.560792381700594e-05
0.46590066716085987,1.0,2.6117662855540402e-05
0.4660734149054505,1.0,2.6628253181115724e-05
0.46624629080118696,1.0,2.6806681489688344e-05
0.46641929499072354,1.0,2.683346247067675e-05
0.4665924276169265,1.0,2.7392947231419384e-05
0.4667656888228741,1.0,2.7521986339706928e-05
0.46693907875185736,1.0,2.7569376470637508e-05
0.46711259754738016,1.0,2.771504659904167e-05
0.4672862453531598,1.0,2.823456088663079e-05
0.46746002231312755,1.0,2.8725162337650545e-05
0.46763392857142855,1.0,2.904632674471941e-05
0.46780796427242277,1.0,2.908687929448206e-05
0.467982129560685,1.0,2.917213350883685e-05
0.4681564245810056,1.0,2.953252442239318e-05
0.4683308494783905,1.0,2.9590966732939705e-05
0.4685054043980619,1.0,2.9633974918397143e-05
0.46868008948545864,1.0,2.98096510960022e-05
0.4688549048862365,1.0,2.9840084607712924e-05
0.4690298507462687,1.0,3.0403605705942027e-05
0.46920492721164614,1.0,3.119042594335042e-05
0.4693801344286781,1.0,3.1213072361424565e-05
0.4695554725438924,1.0,3.12464871967677e-05
0.4697309417040359,1.0,3.2199059205595404e-05
0.4699065420560748,1.0,3.238438148400746e-05
0.4700822737471952,1.0,3.244410254410468e-05
0.4702581369248036,1.0,3.290451059001498e-05
0.47043413173652693,1.0,3.308224768261425e-05
0.4706102583302134,1.0,3.342071795486845e-05
0.4707865168539326,1.0,3.3530981454532593e-05
0.470962907455976,1.0,3.355327862664126e-05
0.47113943028485755,1.0,3.369192563695833e-05
0.47131608548931386,1.0,3.441248554736376e-05
0.4714928732183046,1.0,3.478486178210005e-05
0.47166979362101313,1.0,3.480098530417308e-05
0.47184684684684686,1.0,3.493902113405056e-05
0.4720240330454375,1.0,3.511324757710099e-05
0.4722013523666416,1.0,3.5155899240635335e-05
0.47237880496054113,1.0,3.518880475894548e-05
0.4725563909774436,1.0,3.547858432284556e-05
0.47273411056788267,1.0,3.554506110958755e-05
0.4729119638826185,1.0,3.597731847548857e-05
0.4730899510726383,1.0,3.610097701312043e-05
0.4732680722891566,1.0,3.614324305090122e-05
0.47344632768361583,1.0,3.666603515739553e-05
0.4736247174076865,1.0,3.680230656755157e-05
0.473803241613268,1.0,3.684254625113681e-05
