precision,recall,thresholds
0.4515086206896552,1.0,4.727450051560478e-06
0.4516708587854833,1.0,5.928833193765271e-06
0.4518332135154565,1.0,8.221026852948091e-06
0.4519956850053937,1.0,1.0598194198994582e-05
0.45215827338129494,1.0,1.647723745390786e-05
0.45232097876934146,1.0,2.9549958940191876e-05
0.4524838012958963,1.0,3.1761923311362956e-05
0.4526467410875045,1.0,3.519183481349244e-05
0.45280979827089335,1.0,4.105191996811564e-05
0.45297297297297295,1.0,4.760587443848668e-05
0.45313626532083634,1.0,4.794877332979668e-05
0.4532996754417598,1.0,4.947632494239937e-05
0.45346320346320346,1.0,5.2383096113983434e-05
0.45362684951281124,1.0,5.479856767048515e-05
0.45379061371841156,1.0,5.9850348670582286e-05
0.4539544962080173,1.0,6.24997055163723e-05
0.4541184971098266,1.0,6.763842835889172e-05
0.45428261655222263,1.0,8.505824456533444e-05
0.4544468546637744,1.0,9.534524063411032e-05
0.4546112115732369,1.0,9.785445467553328e-05
0.4547756874095514,1.0,0.00010126579396210168
0.4549402823018458,1.0,0.00010792791268302723
0.4551049963794352,1.0,0.0001256246892078606
0.4552698297718218,1.0,0.00013621269863703248
0.45543478260869563,1.0,0.00013949602065272036
0.4555998550199348,1.0,0.00015635958932692636
0.4557650471356055,1.0,0.00015743864994691284
0.455930359085963,1.0,0.0001649881329104185
0.45609579100145137,1.0,0.0001736701191072775
0.45626134301270416,1.0,0.00018290558709467965
0.4564270152505447,1.0,0.0001906855332519503
0.4565928078459862,1.0,0.0002402537796980829
0.45675872093023256,1.0,0.0002689773562468604
0.4569247546346783,1.0,0.0002869431786600571
0.4570909090909091,1.0,0.00028866781507633525
0.45725718443070207,1.0,0.0002975714711432355
0.4574235807860262,1.0,0.00035547719508070895
0.45759009828904257,1.0,0.000404651831697522
0.4577567370721049,1.0,0.00042672991533772113
0.45792349726775955,1.0,0.0004297165571978265
0.45809037900874633,1.0,0.0004479232138131948
0.4582573824279985,1.0,0.00045929641976028343
0.45842450765864334,1.0,0.0005721635321595111
0.45859175483400216,1.0,0.0006132089504434266
0.45875912408759123,1.0,0.0006159960166584626
0.4589266155531216,1.0,0.0006315342049033537
0.4590942293644996,1.0,0.0006828105044855706
0.45926196565582755,1.0,0.0007106784657838803
0.4594298245614035,1.0,0.0007214341826227576
0.4595978062157221,1.0,0.000747465414158843
0.4597659107534748,1.0,0.0007506539095601825
0.45993413830954993,1.0,0.0007812472125101238
0.46010248901903367,1.0,0.0008238082980339691
0.4602709630172098,1.0,0.0009047150887500263
0.4604395604395604,1.0,0.000917946092148776
0.46060828142176624,1.0,0.0009350831389770963
0.4607771260997067,1.0,0.0009355713132786246
0.46094609460946095,1.0,0.0009611135302946221
0.4611151870873074,1.0,0.0009618276131861718
0.4612844036697248,1.0,0.0010953710546732754
0.46145374449339205,1.0,0.001111819871226786
0.4616232096951891,1.0,0.001158229372900715
0.4617927994121969,1.0,0.001234025066668569
0.4619625137816979,1.0,0.0012778072345111687
0.4621323529411765,1.0,0.0013747952331728955
0.46230231702831925,1.0,0.001406753653025405
0.4624724061810154,1.0,0.0014203067130868275
0.4626426205373574,1.0,0.0014328400363653442
0.46281296023564067,1.0,0.0014475867231164672
0.46298342541436466,1.0,0.0014959781112821604
0.46315401621223284,1.0,0.0015883845825008188
0.46332473276815334,1.0,0.0016684771811053304
0.46349557522123896,1.0,0.0017452796568415245
0.46366654371080784,1.0,0.0019252743485150196
0.46383763837638375,1.0,0.0019268898911841985
0.4640088593576966,1.0,0.002090099962636492
0.4641802067946824,1.0,0.0021515672349059095
0.4643516808274843,1.0,0.002227604975434135
0.46452328159645234,1.0,0.002324258089018477
0.4646950092421442,1.0,0.0024171698767606544
0.46486686390532544,1.0,0.0024288088148742126
0.46503884572697,1.0,0.002432755375893252
0.4652109548482605,1.0,0.0024496731566024084
0.46538319141058865,1.0,0.0025808591096865554
0.46555555555555556,1.0,0.0029801756272114913
0.4657280474249722,1.0,0.003096834859358207
0.46590066716085987,1.0,0.0031332423948878226
0.4660734149054505,1.0,0.0031715796525524816
0.46624629080118696,1.0,0.0033832453141594433
0.46641929499072354,1.0,0.0035090893280119192
0.4665924276169265,1.0,0.0035120224765799973
0.4667656888228741,1.0,0.003517134406587222
0.46693907875185736,1.0,0.0035281408610972156
0.46711259754738016,1.0,0.00360550410049298
0.4672862453531598,1.0,0.00362649410770596
0.46746002231312755,1.0,0.00369921802530562
0.46763392857142855,1.0,0.0037484605966664752
0.46780796427242277,1.0,0.0037891720210495913
0.467982129560685,1.0,0.0038394543781132755
0.4681564245810056,1.0,0.003841847312291176
0.4683308494783905,1.0,0.003846992571644027
0.4685054043980619,1.0,0.003904557142647916
0.46868008948545864,1.0,0.003939079348725339
0.4688549048862365,1.0,0.004058086856918086
0.4690298507462687,1.0,0.004228452284753145
0.46920492721164614,1.0,0.004242089576088575
0.4693801344286781,1.0,0.004251840286421945
0.4695554725438924,1.0,0.00426807268373284
0.4697309417040359,1.0,0.004269436099924567
0.4699065420560748,1.0,0.004345985137566559
0.4700822737471952,1.0,0.004346062715393108
0.4702581369248036,1.0,0.004424459250046078
0.47043413173652693,1.0,0.004464139521377367
0.4706102583302134,1.0,0.004570486554903542
0.4707865168539326,1.0,0.004576649639132751
0.470962907455976,1.0,0.004580466628660711
0.47113943028485755,1.0,0.00458595804967173
0.47131608548931386,1.0,0.004623069647005646
0.4714928732183046,1.0,0.004643930228107054
0.47166979362101313,1.0,0.0046911946035658346
0.47184684684684686,1.0,0.004850006171531565
0.4720240330454375,1.0,0.004901969085444667
0.4722013523666416,1.0,0.004979373971522072
0.47237880496054113,1.0,0.005048669468257043
0.4725563909774436,1.0,0.005058179305248626
0.47273411056788267,1.0,0.005121438969492085
0.4729119638826185,1.0,0.005252557784799142
0.4730899510726383,1.0,0.0054302462501284844
0.4732680722891566,1.0,0.005508664465748278
0.47344632768361583,1.0,0.005524811219628385
0.4736247174076865,1.0,0.00553136582391385
0.473803241613268,1.0,0.005654971589286046
0.47398190045248867,1.0,0.005760722089556057
0.4741606940777065,1.0,0.005801663305265654
0.4743396226415094,1.0,0.005819484724747295
0.47451868629671573,1.0,0.005842792845520707
0.4746978851963746,1.0,0.006164868750437588
0.47487721949376654,1.0,0.006211929860933932
0.47505668934240364,1.0,0.006288920196268531
0.47523629489603025,1.0,0.0063116402348113165
0.4754160363086233,1.0,0.0064949724271354415
0.47559591373439275,1.0,0.006615758374506371
0.47577592732778196,1.0,0.0066856002410177265
0.4759560772434684,1.0,0.006730627656359675
0.47613636363636364,1.0,0.006748893959727578
0.47631678666161426,1.0,0.006819722082373873
0.47649734647460196,1.0,0.006860771122309509
0.47667804323094426,1.0,0.006918612642408823
0.4768588770864947,1.0,0.007073343593552752
0.47703984819734346,1.0,0.007132650145676884
0.4772209567198178,1.0,0.007147367447682821
0.47740220281048235,1.0,0.0072535745349921535
0.4775835866261398,1.0,0.00752820412196662
0.47776510832383123,1.0,0.007553133457840934
0.4779467680608365,1.0,0.007562145618047775
0.4781285659946748,1.0,0.007565394513411292
0.478310502283105,1.0,0.007683288221334217
0.47811191473163306,0.9992044550517104,0.007794634384975659
0.4782939832444783,0.9992044550517104,0.008285272989182982
0.4784761904761905,0.9992044550517104,0.008298161818689852
0.47865853658536583,0.9992044550517104,0.008352336648503475
0.47884102173084253,0.9992044550517104,0.008373799208172172
0.479023646071701,0.9992044550517104,0.008406198135415939
0.4792064097672644,0.9992044550517104,0.008570999077874116
0.47938931297709925,0.9992044550517104,0.008844253213544429
0.47957235586101565,0.9992044550517104,0.009132501664481428
0.479755538579068,0.9992044550517104,0.009487613853775561
0.4799388612915552,0.9992044550517104,0.009587798195209859
0.4801223241590214,0.9992044550517104,0.009636248293620366
0.4803059273422562,0.9992044550517104,0.009760669759353236
0.48048967100229534,0.9992044550517104,0.009865705744377031
0.480673555300421,0.9992044550517104,0.010012191938712714
0.48085758039816234,0.9992044550517104,0.010225927542811231
0.4810417464572961,0.9992044550517104,0.010233626783904373
0.4812260536398467,0.9992044550517104,0.010460113117989
0.4814105021080874,0.9992044550517104,0.010528614789737836
0.4815950920245399,0.9992044550517104,0.010586138575163585
0.48177982355197546,0.9992044550517104,0.010652982000986659
0.4819646968534152,0.9992044550517104,0.010773818030633337
0.4817658349328215,0.9984089101034208,0.010856091287308633
0.48195084485407064,0.9984089101034208,0.010863564729133615
0.4821359969266231,0.9984089101034208,0.0109569965471742
0.48232129131437357,0.9984089101034208,0.010972133695112287
0.48250672818146867,0.9984089101034208,0.010981923970857937
0.4826923076923077,0.9984089101034208,0.011014277452368848
0.4828780300115429,0.9984089101034208,0.011045269348444766
0.48306389530408006,0.9984089101034208,0.011098631036155151
0.4832499037350789,0.9984089101034208,0.011101415770320169
0.4834360554699538,0.9984089101034208,0.01115609291476317
0.4836223506743738,0.9984089101034208,0.011159415709428279
0.4838087895142637,0.9984089101034208,0.011174721231716304
0.48399537215580407,0.9984089101034208,0.011614200315623721
0.4841820987654321,0.9984089101034208,0.011669271782365459
0.48436896950984176,0.9984089101034208,0.01202593391163855
0.48455598455598453,0.9984089101034208,0.012100901325100367
0.4847431440710699,0.9984089101034208,0.012223025456476144
0.4849304482225657,0.9984089101034208,0.012236104993983284
0.4851178971781987,0.9984089101034208,0.01240957898420875
0.48530549110595517,0.9984089101034208,0.012580402566818433
0.48549323017408125,0.9984089101034208,0.012581423096702729
0.4856811145510836,0.9984089101034208,0.01264418698757375
0.48586914440572976,0.9984089101034208,0.012659552473229939
0.4860573199070488,0.9984089101034208,0.012692810933606946
0.48624564122433167,0.9984089101034208,0.012717644358249708
0.48643410852713176,0.9984089101034208,0.012803676117599612
