fpr,tpr
0.0,0.0
0.0,0.0007955449482895784
0.0,0.002386634844868735
0.0,0.006364359586316627
0.0,0.007955449482895784
0.0,0.008750994431185362
0.0,0.010342084327764518
0.0,0.015910898965791568
0.0,0.018297533810660304
0.0,0.028639618138424822
0.0,0.030230708035003977
0.0,0.059665871121718374
0.0,0.061256961018297536
0.0,0.06364359586316627
0.0,0.06523468575974542
0.0,0.08194112967382657
0.0,0.08353221957040573
0.0,0.08989657915672236
0.0,0.09148766905330151
0.0,0.12569610182975338
0.0,0.12728719172633254
0.0,0.14956245027844073
0.0,0.1511535401750199
0.0,0.15354017501988862
0.0,0.15513126491646778
0.0,0.17979315831344472
0.0,0.18138424821002386
0.0,0.18615751789976134
0.0,0.1877486077963405
0.0,0.1949085123309467
0.0,0.19649960222752585
0.0,0.19809069212410502
0.0,0.20047732696897375
0.0,0.21400159108989658
0.0,0.2163882259347653
0.0,0.2171837708830549
0.0,0.22275258552108193
0.0,0.22832140015910898
0.0,0.23309466984884647
0.0,0.2545743834526651
0.0,0.2561654733492442
0.0,0.26332537788385046
0.0,0.2649164677804296
0.0,0.2720763723150358
0.0006548788474132286,0.2720763723150358
0.0006548788474132286,0.2903739061256961
0.0006548788474132286,0.4805091487669053
0.0006548788474132286,0.4821002386634845
0.0006548788474132286,0.48448687350835323
0.0006548788474132286,0.5067621320604614
0.0006548788474132286,0.5091487669053302
0.0006548788474132286,0.5107398568019093
0.0006548788474132286,0.513126491646778
0.0006548788474132286,0.5163086714399363
0.0006548788474132286,0.5178997613365155
0.0006548788474132286,0.5338106603023071
0.0006548788474132286,0.5385839299920445
0.0006548788474132286,0.6109785202863962
0.0006548788474132286,0.6125696101829753
0.0006548788474132286,0.6531424025457438
0.0013097576948264572,0.6531424025457438
0.0013097576948264572,0.6881463802704852
0.0019646365422396855,0.6881463802704852
0.0019646365422396855,0.6945107398568019
0.0032743942370661427,0.6945107398568019
0.0032743942370661427,0.6968973747016707
0.003929273084479371,0.6968973747016707
0.003929273084479371,0.7080350039777248
0.0045841519318926,0.7080350039777248
0.0045841519318926,0.7350835322195705
0.005239030779305829,0.7350835322195705
0.005239030779305829,0.7374701670644391
0.005893909626719057,0.7374701670644391
0.005893909626719057,0.7780429594272077
0.006548788474132285,0.7780429594272077
0.006548788474132285,0.7971360381861575
0.007203667321545514,0.7971360381861575
0.007203667321545514,0.8003182179793158
0.007858546168958742,0.8003182179793158
0.007858546168958742,0.8090692124105012
0.008513425016371971,0.8090692124105012
0.008513425016371971,0.8138424821002387
0.0091683038637852,0.8138424821002387
0.0091683038637852,0.8162291169451074
0.009823182711198428,0.8162291169451074
0.009823182711198428,0.8210023866348448
0.010478061558611657,0.8210023866348448
0.010478061558611657,0.8241845664280032
0.011132940406024885,0.8241845664280032
0.011132940406024885,0.8265712012728719
0.011787819253438114,0.8265712012728719
0.011787819253438114,0.8273667462211615
0.012442698100851343,0.8273667462211615
0.012442698100851343,0.843277645186953
0.01309757694826457,0.843277645186953
0.01309757694826457,0.8544152744630071
0.0137524557956778,0.8544152744630071
0.0137524557956778,0.8560063643595863
0.014407334643091027,0.8560063643595863
0.014407334643091027,0.8647573587907716
0.015717092337917484,0.8647573587907716
0.015717092337917484,0.8655529037390612
0.017026850032743943,0.8655529037390612
0.017026850032743943,0.8663484486873508
0.01768172888015717,0.8663484486873508
0.01768172888015717,0.8695306284805091
0.0183366077275704,0.8695306284805091
0.0183366077275704,0.8727128082736675
0.01899148657498363,0.8727128082736675
0.01899148657498363,0.8782816229116945
0.019646365422396856,0.8782816229116945
0.019646365422396856,0.8806682577565632
0.020301244269810084,0.8806682577565632
0.020301244269810084,0.8838504375497216
0.020956123117223315,0.8838504375497216
0.020956123117223315,0.8846459824980112
0.021611001964636542,0.8846459824980112
0.021611001964636542,0.8854415274463007
0.02226588081204977,0.8854415274463007
0.02226588081204977,0.8894192521877486
0.022920759659463,0.8894192521877486
0.022920759659463,0.8918058870326173
0.023575638506876228,0.8918058870326173
0.023575638506876228,0.8941925218774861
0.024230517354289455,0.8941925218774861
0.024230517354289455,0.8949880668257757
0.024885396201702686,0.8949880668257757
0.024885396201702686,0.8965791567223548
0.025540275049115914,0.8965791567223548
0.025540275049115914,0.8973747016706444
0.02619515389652914,0.8973747016706444
0.02619515389652914,0.898170246618934
0.026850032743942372,0.898170246618934
0.026850032743942372,0.8997613365155132
0.0275049115913556,0.8997613365155132
0.0275049115913556,0.9005568814638027
0.028814669286182055,0.9005568814638027
0.028814669286182055,0.9013524264120922
0.030124426981008513,0.9013524264120922
0.030124426981008513,0.903739061256961
0.03143418467583497,0.903739061256961
0.03143418467583497,0.9045346062052506
0.03274394237066143,0.9045346062052506
0.03274394237066143,0.9053301511535402
0.03601833660772757,0.9053301511535402
0.03601833660772757,0.9085123309466985
0.0366732154551408,0.9085123309466985
0.0366732154551408,0.9108989657915673
0.038637851997380485,0.9108989657915673
0.038637851997380485,0.9116945107398569
0.03929273084479371,0.9116945107398569
0.03929273084479371,0.9124900556881463
0.04060248853962017,0.9124900556881463
0.04060248853962017,0.9164677804295943
0.04191224623444663,0.9164677804295943
0.04191224623444663,0.9172633253778838
0.043222003929273084,0.9172633253778838
0.043222003929273084,0.918854415274463
0.04387688277668631,0.918854415274463
0.04387688277668631,0.9196499602227526
0.04453176162409954,0.9196499602227526
0.04453176162409954,0.9204455051710422
0.045841519318926,0.9204455051710422
0.045841519318926,0.9212410501193318
0.04780615586116568,0.9212410501193318
0.04780615586116568,0.9220365950676214
0.04911591355599214,0.9220365950676214
0.04911591355599214,0.9228321400159109
0.04977079240340537,0.9228321400159109
0.04977079240340537,0.9276054097056484
0.05108055009823183,0.9276054097056484
0.05108055009823183,0.9299920445505171
0.051735428945645055,0.9299920445505171
0.051735428945645055,0.9307875894988067
0.05239030779305828,0.9307875894988067
0.05239030779305828,0.933969769291965
0.053700065487884745,0.933969769291965
0.053700065487884745,0.9363564041368337
0.056319580877537655,0.9363564041368337
0.056319580877537655,0.9379474940334129
0.05697445972495088,0.9379474940334129
0.05697445972495088,0.9387430389817024
0.05762933857236411,0.9387430389817024
0.05762933857236411,0.9403341288782816
0.0595939751146038,0.9403341288782816
0.0595939751146038,0.94351630867144
0.060903732809430254,0.94351630867144
0.060903732809430254,0.9451073985680191
0.06221349050425671,0.9451073985680191
0.06221349050425671,0.9459029435163087
0.06286836935166994,0.9459029435163087
0.06286836935166994,0.9482895783611774
0.06352324819908317,0.9482895783611774
0.06352324819908317,0.949085123309467
0.06941715782580223,0.949085123309467
0.06941715782580223,0.9498806682577565
0.07269155206286837,0.9498806682577565
