,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,avg val received,min val sent,max val sent,avg val sent,total Ether sent,total ether received,total ether balance,adjusted_eth_value__energy_ratio_by_chunks__num_segments_10__segment_focus_0,adjusted_eth_value__absolute_sum_of_changes,adjusted_eth_value__max_langevin_fixed_point__m_3__r_30,adjusted_eth_value__ratio_value_number_to_time_series_length,adjusted_eth_value__has_duplicate_min,adjusted_eth_value__mean_abs_change,adjusted_eth_value__energy_ratio_by_chunks__num_segments_10__segment_focus_1,adjusted_eth_value__count_below__t_0,"adjusted_eth_value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",adjusted_eth_value__autocorrelation__lag_6
7288,0x4d57ae9db8d8d4671755faa63cc7124ce154ccd2,0,0.0,0.0,1.0,1,1,0,1,1,1.146731,1.146731,1.14626,1.14626,1.14626,1.146259554,1.14673119,0.000471636,0.5002056860707883,2.292990743723616,0.0,1.0,0.0,2.292990743723616,0.4997943139292116,0.5,0.0,0.0
7289,0x4d5db6ac3163493992cd0669655392ed20ac5e79,0,30.63,464.38,990.03,2,2,0,2,2,0.098659,0.197746,0.098239,0.296329,0.197284,0.39456782,0.39549182,0.000924,0.4511387614410931,1.18504746,0.0522757964459932,1.0,0.0,0.39501582,0.4496080605355798,0.5,0.0,0.0
7290,0x4d5e030765ec28f16145c0000ce3b934c4fe0c0d,0,164.23,0.82,330.08,2,2,0,2,2,3.045384,50.5,0.616337,100.382637,50.499487,100.9989738,101.0,0.001026218,0.0004712240645786,293.24648427138857,96.74060995591346,1.0,0.0,97.74882809046284,0.4875206921347527,0.5,0.0,0.0
7291,0x4d60e4dfd1af22ef2238890b0ecc079499712528,0,45175.21,3038.49,141602.6,3,2,0,1,2,9.65,11.725,0.001074,13.798165,7.816219,23.44865821,23.45,0.0013417879999999,0.3358356062866245,79.99409536068407,6.572571231321084,1.0,0.0,19.998523840171018,0.3357463223195609,0.6,0.0,0.0
7292,0x4d660ffb49ca7250a62eb20bb50dfada372a9fe9,0,3763.26,14992.81,1077405.07,111,44,0,15,71,0.04,5.815802,0.0,16.0,2.723937,302.3570317,255.8953091,-46.46172265,0.0570070947687034,998.239366928,0.0,0.657608695652174,0.0,5.454859928568306,0.0039776752925363,0.717391304347826,0.5296707681952133,-0.1733173956019626
7293,0x4d670fbadb392a4dcb48217ce8a7ac40f6dd558a,0,1050.5,887.86,1393223.92,689,754,0,405,448,0.0,1.6641669999999995,0.0,59.98,1.520558,1047.664742,1254.782141,207.1173992,0.0089702090972143,4214.3276500247775,1.5410271729760272,0.7239117471675611,0.0,2.5145153043107267,0.0028742518019915,0.4299344066785927,0.0152552739964284,0.0796136720189268
7294,0x4d6dd8b7cc5125793ab9fff17cf483b9c6b972ee,0,1122.25,1282.61,1146326.33,130,780,0,4,33,0.200096,0.372137,0.0,20.690801,2.22953,289.8389477,290.26716810000005,0.428220497,0.3517407713061874,746.039504691588,5.6322061110282045,0.9978540772532188,0.0,0.8013313691638969,0.0793697045949617,0.1448497854077253,0.0044733178798559,-0.1239997789601735
7295,0x4d7849fea3bf317fa4ccdb62363cab1ffbec747d,0,2739.72,10168.41,303102.97,3,29,0,3,3,0.200081,0.437161,0.0,11.426107,3.989862000000001,11.96958493,12.67767492,0.7080899909999999,0.2680112214735279,32.13347052301389,9.794433612195624,1.0,0.0,1.0365635652585126,0.0009183983109333,0.09375,1.157443716341812,-0.0011908732738768
7296,0x4d819aeb47fdb070f145b4f374eb64ebe021d9e2,0,0.0,0.0,22.87,1,1,0,1,1,0.160343,0.160343,0.159761,0.159761,0.159761,0.159761498,0.16034303,0.000581532,0.5018166867235021,0.320104528433797,0.0,1.0,0.0,0.320104528433797,0.4981833132764979,0.5,0.0,0.0
7297,0x4d8b98bea18c531607f161d5cab4b7fe8d74cb6f,0,0.0,6162.7,141742.03,0,23,1,6,0,0.0,4.272191,0.0,0.0,0.0,0.0,98.26038342,98.26038342,0.0644419280335161,100.31535036,0.0,0.8333333333333334,1.0,4.361536972173913,0.1350546499480336,0.1666666666666666,3.6990979086768014,-0.3201615591862166
7298,0x4d92050c93b1f5b177471ca2e2974639982d4c22,0,0.0,9144.25,201173.6,0,22,1,2,0,0.0,0.8954549999999999,0.0,0.0,0.0,0.0,19.70001994,19.70001994,0.1027868268024488,6.930657690000002,0.0,0.875,1.0,0.3013329430434783,0.1496962493026215,0.1666666666666666,0.0063996101913188,-0.138986104299267
7299,0x4d9821fc396b9cff122727121aca44c5b26eb0db,0,164.02,0.0,328.03,2,1,0,1,2,101.0,101.0,0.358676,100.640298,50.499487,100.9989738,101.0,0.001026218,0.5017806977497365,201.6402981515968,246.8270766413057,1.0,0.0,100.82014907579838,6.328123453744819e-06,0.6666666666666666,0.0,0.0
7300,0x4d9ec61b86a360a25cc8360a85b1ba6e7030ac73,0,0.0,26622.26,425956.23,0,16,1,3,0,0.0,0.209776,0.0,0.0,0.0,0.0,3.356423455,3.356423455,0.949366273385908,3.817876462000001,0.0,0.9411764705882352,1.0,0.238617278875,0.0062860851137241,0.1176470588235294,0.0,-0.0139439358795924
7301,0x4dae0d2418563bc6e3ae9aae36f0880c84b21c13,0,15942.89,15381.55,378138.72,16,8,0,2,6,0.0069999999999999,4.868291999999999,0.0,26.9,2.433125,38.9300069,38.94634,0.0163331039999999,0.0698634147314952,135.16573593815625,0.0,0.6176470588235294,0.0,4.09593139206534,8.768571738769754e-08,0.6764705882352942,1.8305843660610128,-0.2242923952324187
7302,0x4daf9a3ece83965c5f4028babbffaed738edccc6,0,160.85,0.0,321.7,2,1,0,1,2,101.0,101.0,0.1,100.899016,50.499508,100.9990158,101.0,0.000984218,0.5004999262305841,201.8990157815968,394.37375819270346,1.0,0.0,100.94950789079836,4.906381004122971e-07,0.6666666666666666,0.0,0.0
7303,0x4db77bd31b5bbde39b29d98d8eb73270a7e140df,0,0.0,0.0,9.03,1,1,0,1,1,2.4266970000000003,2.4266970000000003,2.426129,2.426129,2.426129,2.426129113,2.42669718,0.000568067,0.5001170590762644,4.85282629262913,0.0,1.0,0.0,4.85282629262913,0.4998829409237356,0.5,0.0,0.0
7304,0x4dced1afccd96a74365669c41b767ace007b9fc6,0,80.38,4773.83,218439.35,45,45,0,3,2,0.001914,1.049793,0.0,7.986642999999999,1.069182,48.11317556,47.24068776,-0.8724878,0.6188836473167146,189.09541308,8.99057247321387,0.989010989010989,0.0,2.1010601453333333,0.0094776968843515,0.5054945054945055,0.2242194409603527,0.2893548339441215
7305,0x4de70f14ae7e62e61a57957940a7a4c5ec6aaa93,0,162.5,0.24,325.48,2,2,0,2,2,10.939972,50.5,6.067009,94.931965,50.499487,100.9989738,101.0,0.001026218,0.0069263481896679,298.12601041725253,117.98700101688917,1.0,0.0,99.37533680575083,0.0021302036891827,0.5,0.0,0.0
7306,0x4deed81e30d93ce6a50ef7486881f289e069e11a,0,7285.93,10563.11,859710.0,89,20,0,9,47,0.02,3.105292,0.0,32.0,0.864864,76.97287819,62.10584646,-14.86703173,0.8275886260988449,218.7740167586357,0.0,0.3233082706766917,0.0,1.6573789148381493,0.1058535631251755,0.8421052631578947,0.266255683435331,-0.0133814702624418
7307,0x4df5fc15cc38ed0072e0edc096ce49b6c9b5eeac,0,2.29,0.51,7.88,3,2,0,2,3,555.510825,1000.5,60.16005500000001,1732.464131,666.999528,2000.998585,2001.0,0.001414909,0.3836294987497122,4702.04303808322,998.52190464826,1.0,0.0,1175.510759520805,0.0566587983835929,0.6,0.0,0.0
7308,0x4df62c88faf80d0e2b5f22d323ccf1f83ef725d0,0,0.0,0.0,2.87,1,1,0,1,1,0.1,0.1,0.099376,0.099376,0.099376,0.099376282,0.1,0.000623718,0.5031283142331856,0.199376282234546,0.0,1.0,0.0,0.199376282234546,0.4968716857668144,0.5,0.0,0.0
7309,0x4e103af5adf4c11c6de1d9aeb07e43ed004a92b9,0,0.0,0.0,305.8,1,1,0,1,1,0.05,0.05,0.04938,0.04938,0.04938,0.04938,0.05,0.00062,0.5062384370080628,0.09937999999998,0.0,1.0,0.0,0.09937999999998,0.4937615629919372,0.5,0.0,0.0
7310,0x4e14a874f824c0d692be4b0206ba7b002407d5bf,0,60.23,40069.08,361103.55,8,9,0,7,1,0.010102,0.23674,0.10912,1.289726,0.263985,2.11187807,2.1306558680000003,0.018777798,0.0078713298434059,8.355867470050557,2.3009541449485846,1.0,0.0,0.5222417168781598,0.0080351049438675,0.4705882352941176,0.0,0.1826856223972182
